상호명,도로명주소,경도,위도
브라비,서울특별시 성북구 한천로79길 34-6,127.0603549,37.61099537
우사기의비망록,서울특별시 성북구 보문로15길 33,127.0199251,37.58032135
아해,서울특별시 성북구 동소문로13길 25-2,127.0121269,37.59291829
카페잇트,서울특별시 성북구 성북로6길 8-2,127.005265,37.58968424
컴포즈커피동덕여대점,서울특별시 성북구 화랑로11길 37,127.0422184,37.6039395
파운드커피고대하나,서울특별시 성북구 안암로 145,127.0317252,37.58849078
루틴,서울특별시 성북구 보문로34가길 6,127.020132,37.59170987
파운드커피고대중앙,서울특별시 성북구 안암로 145,127.0317252,37.58849078
랠리쉬커피,서울특별시 성북구 아리랑로4길 8,127.0166225,37.59448547
푸에블로,서울특별시 성북구 고려대로6길 80,127.0218956,37.5823122
투미프롬미,서울특별시 성북구 고려대로7길 52,127.0200178,37.588178
스페이스코르보문점,서울특별시 성북구 고려대로2길 37,127.0208546,37.58437566
스누즈,서울특별시 성북구 삼선교로16길 52,127.0108238,37.58607088
텐퍼센트커피,서울특별시 성북구 동소문로 186,127.0220136,37.59859311
이디야돌곶이역점,서울특별시 성북구 돌곶이로22길 3,127.0581005,37.61019462
싱싱주스고려대점,서울특별시 성북구 안암로 145,127.0317252,37.58849078
더빈마켓,서울특별시 성북구 동소문로13길 13,127.0125685,37.59240468
매머드익스프레스,서울특별시 성북구 보문로34길 87,127.0201885,37.59146659
플러스82,서울특별시 성북구 동소문로20다길 3,127.0168484,37.59166533
카페마리,서울특별시 성북구 보국문로 164,127.0032281,37.61699333
데이롱카페성북정릉점,서울특별시 성북구 솔샘로6길 36,127.007203,37.60939782
로터스그린,서울특별시 성북구 동소문로6길 11,127.0083446,37.58872901
누하주,서울특별시 성북구 창경궁로43길 17,127.00411,37.58878329
데이스타,서울특별시 성북구 삼선교로16길 66,127.010869,37.5853681
요지트,서울특별시 성북구 보문로32길 69,127.0199958,37.59060167
요지트,서울특별시 성북구 장월로1길 70,127.0444731,37.6056956
이디야커피한성대점,서울특별시 성북구 삼선교로10길 45,127.01002,37.58618808
빽다방장위뉴타운점,서울특별시 성북구 장월로 140,127.0506871,37.61750506
온디앨리,서울특별시 성북구 돌곶이로14길 49,127.0624144,37.60887698
뚜띠테이블,서울특별시 성북구 보국문로8길 15,127.0113479,37.60746036
원오프카페,서울특별시 성북구 동소문로22길 57-4,127.0188296,37.59052078
메가엠지씨커피성북세무서점,서울특별시 성북구 삼선교로16길 1,127.010575,37.58827833
메가엠지씨커피석계,서울특별시 성북구 한천로78길 71,127.0649667,37.61356074
마가밀,서울특별시 성북구 고려대로8길 35,127.0218283,37.58434846
커피마마퀸,서울특별시 성북구 돌곶이로27길 5,127.054942,37.61213326
하늘연달,서울특별시 성북구 종암로30길 8,127.0332373,37.6026089
컴포즈커피북한산보국문점,서울특별시 성북구 보국문로 86,127.008551,37.61191149
카페브니엘,서울특별시 성북구 돌곶이로23길 17,127.0568317,37.60980782
메가엠지씨커피정릉보국문점,서울특별시 성북구 보국문로 77,127.0086189,37.61114564
조이무인카페,서울특별시 성북구 종암로 147,127.0320145,37.60304171
까페헤더그로브,서울특별시 성북구 동소문로24길 45,127.0187732,37.59167405
카페클라츠,서울특별시 성북구 보문로30나길 37,127.0203017,37.59107915
라파파라,서울특별시 성북구 한천로78길 49,127.0645695,37.612687
예그리나,서울특별시 성북구 월곡로 2,127.0368109,37.59256179
카페수,서울특별시 성북구 장위로21다길 76,127.046847,37.61691199
잔상,서울특별시 성북구 동소문로10길 33,127.0118772,37.58909811
디스앤댓,서울특별시 성북구 월곡로18길 18,127.0424888,37.60152474
투썸플레이스고대참살이길점,서울특별시 성북구 고려대로26길 42-15,127.0290967,37.58419372
싱글벙글,서울특별시 성북구 종암로14길 12-16,127.036258,37.59649028
카페헤세드,서울특별시 성북구 삼선교로16가길 41,127.0120803,37.58449402
베러먼데이,서울특별시 성북구 보문로34길 63,127.0186486,37.59121457
